"Date","Price","Open","High","Low","Change %"
"Jul 01, 2020","5.439","5.507","5.507","5.429","-0.82%"
"Jun 30, 2020","5.484","5.503","5.507","5.478","-0.36%"
"Jun 29, 2020","5.504","5.576","5.576","5.497","-1.17%"
"Jun 26, 2020","5.569","5.573","5.577","5.550","0.07%"
"Jun 25, 2020","5.565","5.661","5.661","5.565","-0.82%"
"Jun 24, 2020","5.611","5.619","5.619","5.580","0.45%"
"Jun 23, 2020","5.586","5.600","5.605","5.578","0.31%"
"Jun 22, 2020","5.569","5.606","5.606","5.550","-0.25%"
"Jun 19, 2020","5.583","5.591","5.628","5.571","0.00%"
"Jun 18, 2020","5.583","5.671","5.671","5.583","-0.78%"
"Jun 17, 2020","5.627","5.643","5.662","5.627","-0.12%"
"Jun 16, 2020","5.634","5.595","5.731","5.585","0.88%"
"Jun 15, 2020","5.585","5.634","5.634","5.584","-0.20%"
"Jun 12, 2020","5.596","5.615","5.635","5.596","-0.11%"
"Jun 11, 2020","5.602","5.613","5.613","5.584","0.00%"
"Jun 10, 2020","5.602","5.637","5.637","5.598","-0.30%"
"Jun 09, 2020","5.619","5.627","5.628","5.605","-0.58%"
"Jun 08, 2020","5.652","5.713","5.713","5.646","-0.05%"
"Jun 05, 2020","5.655","5.668","5.695","5.655","0.04%"
"Jun 04, 2020","5.653","5.750","5.750","5.653","-0.82%"
"Jun 03, 2020","5.700","5.700","5.739","5.700","0.33%"
"Jun 02, 2020","5.681","5.857","5.857","5.681","-0.66%"
"Jun 01, 2020","5.719","5.721","5.789","5.682","0.88%"
"May 29, 2020","5.669","5.663","5.702","5.634","0.39%"
"May 28, 2020","5.647","5.674","5.674","5.641","0.20%"
"May 27, 2020","5.636","5.636","5.646","5.613","0.34%"
"May 26, 2020","5.617","5.695","5.695","5.607","-0.30%"
"May 22, 2020","5.634","5.686","5.686","5.551","-1.02%"
"May 21, 2020","5.692","5.746","5.746","5.679","-0.12%"
"May 20, 2020","5.699","5.673","5.747","5.673","0.18%"
"May 19, 2020","5.689","5.748","5.748","5.689","-0.59%"
"May 18, 2020","5.723","5.748","5.768","5.723","-0.71%"
"May 15, 2020","5.764","5.795","5.795","5.726","0.65%"
"May 14, 2020","5.727","5.712","5.744","5.672","0.09%"
"May 13, 2020","5.722","5.848","5.848","5.722","-0.73%"
"May 12, 2020","5.764","5.752","5.806","5.742","0.54%"
"May 11, 2020","5.733","5.879","5.879","5.725","3.28%"
"May 08, 2020","5.551","5.637","5.637","5.523","-0.39%"
"May 06, 2020","5.573","5.659","5.659","5.571","-1.61%"
"May 05, 2020","5.664","5.756","5.756","5.664","-1.22%"
